contig_id,feature_type,start,end,strand,length_bp,locus_tag,gene,product,protein_id,ec_number,db_xref,inference,cumulative_start,cumulative_end
S1A_contig_005,CDS,129682,130633,-,951,PROKKA_01507,thyA,Thymidylate synthase,BS:PROKKA_01507,2.1.1.45,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P00469,1633913,1634864
S1A_contig_005,CDS,130661,132554,-,1893,PROKKA_01508,yjjK,putative ABC transporter ATP-binding protein YjjK,BS:PROKKA_01508,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A9W3,1634892,1636785
S1A_contig_005,CDS,132649,133105,-,456,PROKKA_01509,,hypothetical protein,BS:PROKKA_01509,,,ab initio prediction:Prodigal:2.6,1636880,1637336
S1A_contig_005,CDS,133242,134439,-,1197,PROKKA_01510,cca,CCA-adding enzyme,BS:PROKKA_01510,2.7.7.72,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7SIB1,1637473,1638670
S1A_contig_005,CDS,134542,135421,+,879,PROKKA_01511,,hypothetical protein,BS:PROKKA_01511,,,ab initio prediction:Prodigal:2.6,1638773,1639652
S1A_contig_005,CDS,135431,136700,-,1269,PROKKA_01512,,tetratricopeptide repeat protein,BS:PROKKA_01512,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK11788,1639662,1640931
S1A_contig_005,CDS,136944,137220,-,276,PROKKA_01513,hup,DNA-binding protein HU,BS:PROKKA_01513,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A3H0,1641175,1641451
S1A_contig_005,CDS,137463,138771,-,1308,PROKKA_01514,der,GTPase Der,BS:PROKKA_01514,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P50743,1641694,1643002
S1A_contig_005,CDS,138860,140180,-,1320,PROKKA_01515,rps1,30S ribosomal protein S1,BS:PROKKA_01515,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P50889,1643091,1644411
S1A_contig_005,CDS,140267,140933,-,666,PROKKA_01516,cmk,Cytidylate kinase,BS:PROKKA_01516,2.7.4.25,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q97PK6,1644498,1645164
S1A_contig_005,CDS,140998,141619,-,621,PROKKA_01517,,lipoprotein NlpD,BS:PROKKA_01517,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK10871,1645229,1645850
S1A_contig_005,CDS,141677,143087,-,1410,PROKKA_01518,recQ_2,ATP-dependent DNA helicase RecQ,BS:PROKKA_01518,3.6.4.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P15043,1645908,1647318
S1A_contig_005,CDS,143073,144054,-,981,PROKKA_01519,,hypothetical protein,BS:PROKKA_01519,,,ab initio prediction:Prodigal:2.6,1647304,1648285
S1A_contig_005,CDS,144119,144377,+,258,PROKKA_01520,fer,Ferredoxin,BS:PROKKA_01520,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P00212,1648350,1648608
S1A_contig_005,CDS,144523,145102,-,579,PROKKA_01521,ribU,Riboflavin transporter RibU,BS:PROKKA_01521,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:E5QVT2,1648754,1649333
S1A_contig_005,CDS,145404,146148,-,744,PROKKA_01522,rluB,Ribosomal large subunit pseudouridine synthase B,BS:PROKKA_01522,5.4.99.22,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P35159,1649635,1650379
S1A_contig_005,CDS,146131,146752,-,621,PROKKA_01523,scpB,Segregation and condensation protein B,BS:PROKKA_01523,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:C1CMI5,1650362,1650983
S1A_contig_005,CDS,146751,147477,-,726,PROKKA_01524,scpA,Segregation and condensation protein A,BS:PROKKA_01524,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P35154,1650982,1651708
S1A_contig_005,CDS,147451,147838,-,387,PROKKA_01525,,hypothetical protein,BS:PROKKA_01525,,,ab initio prediction:Prodigal:2.6,1651682,1652069
S1A_contig_005,CDS,148091,148973,-,882,PROKKA_01526,xerD_1,Tyrosine recombinase XerD,BS:PROKKA_01526,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A0P0,1652322,1653204
S1A_contig_005,CDS,148977,149856,-,879,PROKKA_01527,,hypothetical protein,BS:PROKKA_01527,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A5Q1,1653208,1654087
S1A_contig_005,CDS,149895,150357,-,462,PROKKA_01528,,hypothetical protein,BS:PROKKA_01528,,,ab initio prediction:Prodigal:2.6,1654126,1654588
S1A_contig_005,CDS,150581,152348,-,1767,PROKKA_01529,pyk,Pyruvate kinase,BS:PROKKA_01529,2.7.1.40,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P34038,1654812,1656579
S1A_contig_005,CDS,152406,153366,-,960,PROKKA_01530,pfkA,6-phosphofructokinase,BS:PROKKA_01530,2.7.1.11,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P80019,1656637,1657597
S1A_contig_005,CDS,153477,156774,-,3297,PROKKA_01531,dnaE,DNA polymerase III subunit alpha,BS:PROKKA_01531,2.7.7.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P63979,1657708,1661005
S1A_contig_005,CDS,156869,157064,+,195,PROKKA_01532,,hypothetical protein,BS:PROKKA_01532,,,ab initio prediction:Prodigal:2.6,1661100,1661295
S1A_contig_005,CDS,157171,158083,-,912,PROKKA_01533,,hypothetical protein,BS:PROKKA_01533,,,ab initio prediction:Prodigal:2.6,1661402,1662314
S1A_contig_005,CDS,158125,159679,-,1554,PROKKA_01534,yfkN_1,Trifunctional nucleotide phosphoesterase protein YfkN precursor,BS:PROKKA_01534,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34313,1662356,1663910
S1A_contig_005,CDS,159675,160227,-,552,PROKKA_01535,,hypothetical protein,BS:PROKKA_01535,,,ab initio prediction:Prodigal:2.6,1663906,1664458
S1A_contig_005,CDS,160583,160775,-,192,PROKKA_01536,rpmF,50S ribosomal protein L32,BS:PROKKA_01536,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P07840,1664814,1665006
S1A_contig_005,CDS,160955,163562,-,2607,PROKKA_01537,clpB,Chaperone protein ClpB,BS:PROKKA_01537,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O68185,1665186,1667793
S1A_contig_005,CDS,163918,164254,-,336,PROKKA_01538,,hypothetical protein,BS:PROKKA_01538,,,ab initio prediction:Prodigal:2.6,1668149,1668485
S1A_contig_005,CDS,164267,165053,-,786,PROKKA_01539,,putative oxidoreductase,BS:PROKKA_01539,1.-.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q99RF5,1668498,1669284
S1A_contig_005,CDS,165096,166059,-,963,PROKKA_01540,rnz,Ribonuclease Z,BS:PROKKA_01540,3.1.26.11,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P54548,1669327,1670290
S1A_contig_005,CDS,166287,168267,-,1980,PROKKA_01541,oatA_1,O-acetyltransferase OatA,BS:PROKKA_01541,2.3.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A3D6,1670518,1672498
S1A_contig_005,CDS,168321,169608,-,1287,PROKKA_01542,obg,GTPase ObgE,BS:PROKKA_01542,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P20964,1672552,1673839
S1A_contig_005,CDS,169856,170606,+,750,PROKKA_01543,glcR_3,HTH-type transcriptional repressor GlcR,BS:PROKKA_01543,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P94591,1674087,1674837
S1A_contig_005,CDS,170602,171517,+,915,PROKKA_01544,lacC_2,Tagatose-6-phosphate kinase,BS:PROKKA_01544,2.7.1.144,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q833W9,1674833,1675748
S1A_contig_005,CDS,171526,173497,+,1971,PROKKA_01545,fruA_6,PTS system fructose-specific EIIABC component,BS:PROKKA_01545,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P71012,1675757,1677728
S1A_contig_005,CDS,173871,175680,-,1809,PROKKA_01546,uvrC,UvrABC system protein C,BS:PROKKA_01546,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5KWH6,1678102,1679911
S1A_contig_005,CDS,175856,176603,-,747,PROKKA_01547,glnQ_2,Glutamine transport ATP-binding protein GlnQ,BS:PROKKA_01547,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P27675,1680087,1680834
S1A_contig_005,CDS,176592,178050,-,1458,PROKKA_01548,yecS_2,Inner membrane amino-acid ABC transporter permease protein YecS,BS:PROKKA_01548,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AFT2,1680823,1682281
S1A_contig_005,CDS,178204,178366,+,162,PROKKA_01549,,hypothetical protein,BS:PROKKA_01549,,,ab initio prediction:Prodigal:2.6,1682435,1682597
S1A_contig_005,CDS,178409,178700,-,291,PROKKA_01550,,MazG nucleotide pyrophosphohydrolase domain protein,BS:PROKKA_01550,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF03819.11,1682640,1682931
S1A_contig_005,CDS,178703,179300,-,597,PROKKA_01551,engB,putative GTP-binding protein EngB,BS:PROKKA_01551,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P38424,1682934,1683531
S1A_contig_005,CDS,179517,180768,-,1251,PROKKA_01552,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,BS:PROKKA_01552,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P50866,1683748,1684999
S1A_contig_005,CDS,180962,182300,-,1338,PROKKA_01553,tig,Trigger factor,BS:PROKKA_01553,5.2.1.8,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P80698,1685193,1686531
S1A_contig_005,CDS,182490,184227,-,1737,PROKKA_01554,,Putative multidrug export ATP-binding/permease protein,BS:PROKKA_01554,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q99T13,1686721,1688458
S1A_contig_005,CDS,184680,185871,-,1191,PROKKA_01555,tuf,Elongation factor Tu,BS:PROKKA_01555,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5XD49,1688911,1690102
S1A_contig_005,CDS,186081,186993,-,912,PROKKA_01556,,hypothetical protein,BS:PROKKA_01556,,,ab initio prediction:Prodigal:2.6,1690312,1691224
S1A_contig_005,CDS,187079,188762,-,1683,PROKKA_01557,,Ribonuclease J 2,BS:PROKKA_01557,3.1.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A5X6,1691310,1692993
S1A_contig_005,CDS,188937,189633,-,696,PROKKA_01558,,hypothetical protein,BS:PROKKA_01558,,,ab initio prediction:Prodigal:2.6,1693168,1693864
S1A_contig_005,CDS,189824,190094,-,270,PROKKA_01559,rpsO,30S ribosomal protein S15,BS:PROKKA_01559,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A5X8,1694055,1694325
S1A_contig_005,CDS,190203,190317,+,114,PROKKA_01560,,hypothetical protein,BS:PROKKA_01560,,,ab initio prediction:Prodigal:2.6,1694434,1694548
S1A_contig_005,CDS,190341,190596,+,255,PROKKA_01561,rpsT,30S ribosomal protein S20,BS:PROKKA_01561,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A5C0,1694572,1694827
S1A_contig_005,CDS,190686,191730,-,1044,PROKKA_01562,,DNA polymerase III subunit delta,BS:PROKKA_01562,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK05574,1694917,1695961
S1A_contig_005,CDS,191716,193921,-,2205,PROKKA_01563,,ComEC family competence protein,BS:PROKKA_01563,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK11539,1695947,1698152
S1A_contig_005,CDS,193917,194601,-,684,PROKKA_01564,comEA,ComE operon protein 1,BS:PROKKA_01564,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39694,1698148,1698832
S1A_contig_005,CDS,194714,195719,-,1005,PROKKA_01565,lon,Lon protease,BS:PROKKA_01565,3.4.21.53,,ab initio prediction:Prodigal:2.6;protein motif:HAMAP:MF_01973,1698945,1699950
S1A_contig_005,CDS,195774,196278,-,504,PROKKA_01566,coaD,Phosphopantetheine adenylyltransferase,BS:PROKKA_01566,2.7.7.3,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q831P9,1700005,1700509
S1A_contig_005,CDS,196270,196837,-,567,PROKKA_01567,rsmD,Ribosomal RNA small subunit methyltransferase D,BS:PROKKA_01567,2.1.1.171,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P44869,1700501,1701068
S1A_contig_005,CDS,196823,197201,-,378,PROKKA_01568,,hypothetical protein,BS:PROKKA_01568,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK02886,1701054,1701432
S1A_contig_005,CDS,197197,200635,-,3438,PROKKA_01569,cfiB,2-oxoglutarate carboxylase small subunit,BS:PROKKA_01569,6.4.1.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:D3DJ42,1701428,1704866
S1A_contig_005,CDS,200627,201797,-,1170,PROKKA_01570,ftsW,Lipid II flippase FtsW,BS:PROKKA_01570,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O07639,1704858,1706028
S1A_contig_005,CDS,202036,203881,-,1845,PROKKA_01571,typA,GTP-binding protein TypA/BipA,BS:PROKKA_01571,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P32132,1706267,1708112
S1A_contig_005,CDS,204139,204931,-,792,PROKKA_01572,suhB,Inositol-1-monophosphatase,BS:PROKKA_01572,3.1.3.25,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0ADG4,1708370,1709162
S1A_contig_005,CDS,204933,205215,-,282,PROKKA_01573,,hypothetical protein,BS:PROKKA_01573,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK04387,1709164,1709446
S1A_contig_005,CDS,205204,206095,-,891,PROKKA_01574,ldh_3,L-lactate dehydrogenase,BS:PROKKA_01574,1.1.1.27,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P00344,1709435,1710326
S1A_contig_005,CDS,206331,207735,-,1404,PROKKA_01575,pdhD,Dihydrolipoyl dehydrogenase,BS:PROKKA_01575,1.8.1.4,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P99084,1710562,1711966
S1A_contig_005,CDS,207737,209402,-,1665,PROKKA_01576,pdhC_2,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,BS:PROKKA_01576,2.3.1.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P11961,1711968,1713633
S1A_contig_005,CDS,209419,210397,-,978,PROKKA_01577,pdhB,Pyruvate dehydrogenase E1 component subunit beta,BS:PROKKA_01577,1.2.4.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P21874,1713650,1714628
S1A_contig_005,CDS,210399,211512,-,1113,PROKKA_01578,pdhA,Pyruvate dehydrogenase E1 component subunit alpha,BS:PROKKA_01578,1.2.4.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q820A6,1714630,1715743
S1A_contig_005,CDS,211772,212588,-,816,PROKKA_01579,,hypothetical protein,BS:PROKKA_01579,,,ab initio prediction:Prodigal:2.6,1716003,1716819
S1A_contig_005,CDS,213360,213915,+,555,PROKKA_01580,def,Peptide deformylase,BS:PROKKA_01580,3.5.1.88,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q82ZJ0,1717591,1718146
S1A_contig_005,CDS,213978,214272,-,294,PROKKA_01581,,hypothetical protein,BS:PROKKA_01581,,,ab initio prediction:Prodigal:2.6,1718209,1718503
S1A_contig_005,CDS,214302,214752,-,450,PROKKA_01582,,hypothetical protein,BS:PROKKA_01582,,,ab initio prediction:Prodigal:2.6,1718533,1718983
S1A_contig_005,CDS,215371,215584,+,213,PROKKA_01583,,hypothetical protein,BS:PROKKA_01583,,,ab initio prediction:Prodigal:2.6,1719602,1719815
S1A_contig_005,CDS,215588,217271,+,1683,PROKKA_01584,rnjA,Ribonuclease J 1,BS:PROKKA_01584,3.1.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q45493,1719819,1721502
S1A_contig_005,CDS,217560,218511,+,951,PROKKA_01585,ytlR_2,Putative lipid kinase YtlR,BS:PROKKA_01585,2.7.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34799,1721791,1722742
S1A_contig_006,CDS,1068,1632,+,564,PROKKA_01586,efp_1,Elongation factor P,BS:PROKKA_01586,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5XA92,1723989,1724553
S1A_contig_006,CDS,1859,3290,+,1431,PROKKA_01587,emrY,putative multidrug resistance protein EmrY,BS:PROKKA_01587,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P52600,1724780,1726211
S1A_contig_006,CDS,3721,5344,+,1623,PROKKA_01588,dppE_2,Dipeptide-binding protein DppE precursor,BS:PROKKA_01588,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P26906,1726642,1728265
S1A_contig_006,CDS,5518,6442,+,924,PROKKA_01589,oppB_1,Oligopeptide transport system permease protein OppB,BS:PROKKA_01589,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24138,1728439,1729363
S1A_contig_006,CDS,6441,7440,+,999,PROKKA_01590,oppC_1,Oligopeptide transport system permease protein OppC,BS:PROKKA_01590,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24139,1729362,1730361
S1A_contig_006,CDS,7451,8504,+,1053,PROKKA_01591,oppD_1,Oligopeptide transport ATP-binding protein OppD,BS:PROKKA_01591,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24136,1730372,1731425
S1A_contig_006,CDS,8505,9483,+,978,PROKKA_01592,oppF_1,Oligopeptide transport ATP-binding protein OppF,BS:PROKKA_01592,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P24137,1731426,1732404
S1A_contig_006,CDS,9791,10430,+,639,PROKKA_01593,gpgP,Glucosyl-3-phosphoglycerate phosphatase,BS:PROKKA_01593,3.1.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:A1TC01,1732712,1733351
S1A_contig_006,CDS,10689,11001,+,312,PROKKA_01594,,anaerobic benzoate catabolism transcriptional regulator,BS:PROKKA_01594,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK08154,1733610,1733922
S1A_contig_006,CDS,11285,11510,+,225,PROKKA_01595,,hypothetical protein,BS:PROKKA_01595,,,ab initio prediction:Prodigal:2.6,1734206,1734431
S1A_contig_006,CDS,11506,12220,+,714,PROKKA_01596,kduD,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,BS:PROKKA_01596,1.1.1.127,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P50842,1734427,1735141
S1A_contig_006,CDS,12331,12832,+,501,PROKKA_01597,queT_2,Queuosine precursor transporter QueT,BS:PROKKA_01597,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:A2RM05,1735252,1735753
S1A_contig_006,CDS,13114,13834,-,720,PROKKA_01598,oatA_2,O-acetyltransferase OatA,BS:PROKKA_01598,2.3.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A3D6,1736035,1736755
S1A_contig_006,CDS,14190,15171,+,981,PROKKA_01599,strE,"dTDP-glucose 4,6-dehydratase",BS:PROKKA_01599,4.2.1.46,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P29782,1737111,1738092
S1A_contig_006,CDS,15568,16480,+,912,PROKKA_01600,cap8A_1,Capsular polysaccharide type 8 biosynthesis protein cap8A,BS:PROKKA_01600,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P72367,1738489,1739401
S1A_contig_006,CDS,16493,17246,+,753,PROKKA_01601,ywqD_1,Tyrosine-protein kinase YwqD,BS:PROKKA_01601,2.7.10.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96716,1739414,1740167
S1A_contig_006,CDS,17328,18453,+,1125,PROKKA_01602,glf,UDP-galactopyranose mutase,BS:PROKKA_01602,5.4.99.9,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37747,1740249,1741374
S1A_contig_006,CDS,18540,19938,+,1398,PROKKA_01603,rfbX,Putative O-antigen transporter,BS:PROKKA_01603,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37746,1741461,1742859
S1A_contig_006,CDS,20002,21370,+,1368,PROKKA_01604,,hypothetical protein,BS:PROKKA_01604,,,ab initio prediction:Prodigal:2.6,1742923,1744291
S1A_contig_006,CDS,21424,22489,+,1065,PROKKA_01605,wbbI,"Beta-1,6-galactofuranosyltransferase WbbI",BS:PROKKA_01605,2.4.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P37749,1744345,1745410
S1A_contig_006,CDS,22529,23666,+,1137,PROKKA_01606,epsF,Putative glycosyltransferase EpsF,BS:PROKKA_01606,2.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P71055,1745450,1746587
S1A_contig_006,CDS,23680,24772,+,1092,PROKKA_01607,tagE_3,putative poly(glycerol-phosphate) alpha-glucosyltransferase,BS:PROKKA_01607,2.4.1.52,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P13484,1746601,1747693
S1A_contig_006,CDS,24865,25663,+,798,PROKKA_01608,,hypothetical protein,BS:PROKKA_01608,,,ab initio prediction:Prodigal:2.6,1747786,1748584
S1A_contig_006,CDS,25754,26783,+,1029,PROKKA_01609,,Acyltransferase family protein,BS:PROKKA_01609,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01757.16,1748675,1749704
S1A_contig_006,CDS,26779,27190,+,411,PROKKA_01610,,hypothetical protein,BS:PROKKA_01610,,,ab initio prediction:Prodigal:2.6,1749700,1750111
S1A_contig_006,CDS,27398,28067,+,669,PROKKA_01611,pglC,"Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase",BS:PROKKA_01611,2.7.8.36,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q0P9D0,1750319,1750988
S1A_contig_006,CDS,28249,29143,-,894,PROKKA_01612,brpA_3,Biofilm regulatory protein A precursor,BS:PROKKA_01612,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8DVR0,1751170,1752064
S1A_contig_006,CDS,29320,30085,+,765,PROKKA_01613,ywqE,Tyrosine-protein phosphatase YwqE,BS:PROKKA_01613,3.1.3.48,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96717,1752241,1753006
S1A_contig_006,CDS,30449,32600,+,2151,PROKKA_01614,clpC_1,putative ATP-dependent Clp protease ATP-binding subunit,BS:PROKKA_01614,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5XCL7,1753370,1755521
S1A_contig_006,CDS,33232,33634,+,402,PROKKA_01615,spxA_1,Regulatory protein Spx,BS:PROKKA_01615,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8DU17,1756153,1756555
S1A_contig_006,CDS,34065,35997,+,1932,PROKKA_01616,fbp,"Fructose-1,6-bisphosphatase class 3",BS:PROKKA_01616,3.1.3.11,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q45597,1756986,1758918
S1A_contig_006,CDS,36463,37294,+,831,PROKKA_01617,,hypothetical protein,BS:PROKKA_01617,,,ab initio prediction:Prodigal:2.6,1759384,1760215
S1A_contig_006,CDS,37883,39296,-,1413,PROKKA_01618,,hypothetical protein,BS:PROKKA_01618,,,ab initio prediction:Prodigal:2.6,1760804,1762217
S1A_contig_006,CDS,39385,39526,-,141,PROKKA_01619,,hypothetical protein,BS:PROKKA_01619,,,ab initio prediction:Prodigal:2.6,1762306,1762447
S1A_contig_006,CDS,39900,40803,+,903,PROKKA_01620,,Sortase family protein,BS:PROKKA_01620,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04203.7,1762821,1763724
S1A_contig_006,CDS,41069,42101,-,1032,PROKKA_01621,ilvE,Branched-chain-amino-acid transaminase 1,BS:PROKKA_01621,2.6.1.42,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31461,1763990,1765022
S1A_contig_006,CDS,42477,44577,+,2100,PROKKA_01622,glgB,"1,4-alpha-glucan branching enzyme GlgB",BS:PROKKA_01622,2.4.1.18,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P30537,1765398,1767498
S1A_contig_006,CDS,44573,45716,+,1143,PROKKA_01623,glgC,Glucose-1-phosphate adenylyltransferase,BS:PROKKA_01623,2.7.7.27,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39122,1767494,1768637
S1A_contig_006,CDS,45712,46882,+,1170,PROKKA_01624,glgD,Glycogen biosynthesis protein GlgD,BS:PROKKA_01624,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39124,1768633,1769803
S1A_contig_006,CDS,46874,48320,+,1446,PROKKA_01625,glgA,Glycogen synthase,BS:PROKKA_01625,2.4.1.21,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39125,1769795,1771241
S1A_contig_006,CDS,48535,50944,+,2409,PROKKA_01626,glgP,Glycogen phosphorylase,BS:PROKKA_01626,2.4.1.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P39123,1771456,1773865
S1A_contig_006,CDS,51193,52972,+,1779,PROKKA_01627,apu,Amylopullulanase precursor,BS:PROKKA_01627,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P38939,1774114,1775893
S1A_contig_006,CDS,53419,54349,-,930,PROKKA_01628,apbE_3,Thiamine biosynthesis lipoprotein ApbE precursor,BS:PROKKA_01628,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O83774,1776340,1777270
S1A_contig_006,CDS,54523,54859,+,336,PROKKA_01629,czrA_1,HTH-type transcriptional repressor CzrA,BS:PROKKA_01629,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31844,1777444,1777780
S1A_contig_006,CDS,55033,55978,+,945,PROKKA_01630,fieF,Ferrous-iron efflux pump FieF,BS:PROKKA_01630,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P69380,1777954,1778899
S1A_contig_006,CDS,56511,57786,+,1275,PROKKA_01631,tyrS1,Tyrosine--tRNA ligase 1,BS:PROKKA_01631,6.1.1.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P22326,1779432,1780707
S1A_contig_006,CDS,58093,59311,+,1218,PROKKA_01632,ykfC,Gamma-D-glutamyl-L-lysine endopeptidase,BS:PROKKA_01632,3.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O35010,1781014,1782232
